date,startup,vertical,subvertical,city,investors,round,amount
2017-03-23,ixigo,consumer internet,online travel search engine,gurgaon,kinzon capital,private equity,123.75
2017-03-23,markets and markets,technology,marketing research company,pune,ftv capital,private equity,462.0
2017-03-23,markets and markets,technology,marketing research company,pune,zodius capital,private equity,462.0
2017-03-24,bizom,technology,supply chain automation platform,bangalore,ojas ventures,seed funding,3.1515
2017-03-24,babyonboard,consumer internet,parenting mobile app,bangalore,mahavir sharma,seed funding,0.0
2017-03-24,babyonboard,consumer internet,parenting mobile app,bangalore,vishal jain,seed funding,0.0
2017-03-24,babyonboard,consumer internet,parenting mobile app,bangalore,rohit sethi,seed funding,0.0
2017-03-24,babyonboard,consumer internet,parenting mobile app,bangalore,gaurav luniya,seed funding,0.0
2017-03-24,delhivery,technology,tech enabled fulfilment & logistics solutions,new delhi,carlyle group,private equity,825.0
2017-03-24,delhivery,technology,tech enabled fulfilment & logistics solutions,new delhi,tiger global,private equity,825.0
2017-03-27,sport flashes,consumer internet,sports based online media portal,new delhi,vikas bajaj,seed funding,0.0
2017-03-27,sport flashes,consumer internet,sports based online media portal,new delhi,amit kharb,seed funding,0.0
2017-03-27,sport flashes,consumer internet,sports based online media portal,new delhi,a,seed funding,0.0
2017-03-28,fynd,ecommerce,online fashion marketplace,mumbai,venture catalysts,private equity,4.125
2017-03-28,wigzo,technology,enterprise automation suite,new delhi,3one4 capital,private equity,0.0
2017-03-28,donething,consumer internet,on-demand personal assistant service,gurgaon,br,private equity,2.475
2017-03-28,donething,consumer internet,on-demand personal assistant service,gurgaon,capital,private equity,2.475
2017-03-29,zapyle,ecommerce,luxury fashion marketplace,bangalore,undisclosed investors,seed funding,0.0
2017-03-29,ithaka,consumer internet,vacation trip planning platform,mumbai,ankit gupta,seed funding,2.68125
2017-03-29,ithaka,consumer internet,vacation trip planning platform,mumbai,puneet motihar,seed funding,2.68125
2017-03-29,perpule,ecommerce,self-checkout ecommerce app,bangalore,kstart capital,seed funding,5.3625
2017-03-29,byjus,consumer internet,online education platform,bangalore,verlinvest,private equity,0.0
2017-03-29,licious,ecommerce,online meat ordering platform,bangalore,mayfield india,private equity,82.5
2017-03-29,licious,ecommerce,online meat ordering platform,bangalore,3one4 capital,private equity,82.5
2017-03-29,licious,ecommerce,online meat ordering platform,bangalore,sistema asia fund,private equity,82.5
2017-03-29,licious,ecommerce,online meat ordering platform,bangalore,neoplux technology fund,private equity,82.5
2017-03-29,medinfi,consumer internet,doctor & hospital search platform,bangalore,vinod martin,seed funding,0.4125
2017-03-29,medinfi,consumer internet,doctor & hospital search platform,bangalore,hemant kaul,seed funding,0.4125
2017-03-29,medinfi,consumer internet,doctor & hospital search platform,bangalore,prof. ram kumar kakani,seed funding,0.4125
2017-03-29,medinfi,consumer internet,doctor & hospital search platform,bangalore,other investors,seed funding,0.4125
2017-03-30,indus os,technology,mobile os creator,mumbai,jsw ventures,private equity,0.0
2017-03-30,indus os,technology,mobile os creator,mumbai,ventureast,private equity,0.0
2017-03-30,emflux motors,technology,electric motorcycle manufacturer,bangalore,meher roy,seed funding,0.0
2017-03-30,emflux motors,technology,electric motorcycle manufacturer,bangalore,nikhil arora,seed funding,0.0
2017-03-30,emflux motors,technology,electric motorcycle manufacturer,bangalore,meet kanodia,seed funding,0.0
2017-03-30,emflux motors,technology,electric motorcycle manufacturer,bangalore,krit sankalp,seed funding,0.0
2017-03-30,emflux motors,technology,electric motorcycle manufacturer,bangalore,nitish singh,seed funding,0.0
2017-03-30,emflux motors,technology,electric motorcycle manufacturer,bangalore,risabh gupta,seed funding,0.0
2017-03-30,klinic app,consumer internet,pathology & diagnostic tests portal,gurgaon,om chaudhry,seed funding,0.0
2017-03-31,jhakaas,consumer internet,offline business aggregator app,mumbai,malini patel,seed funding,1.27875
2017-03-31,jhakaas,consumer internet,offline business aggregator app,mumbai,stelcore management services,seed funding,1.27875
2017-03-31,jhakaas,consumer internet,offline business aggregator app,mumbai,anjani prasad,seed funding,1.27875
2017-03-31,oriano solar,technology,turnkey solar solutions,mumbai,samridhi fund,private equity,24.75
2017-03-31,bigbasket,ecommerce,online grocer,bangalore,trifecta capital,private equity,57.75
2017-03-31,rooter,consumer internet,sports engagement platform,new delhi,intex technologies,private equity,0.0
2017-03-31,falconbrick,technology,real-estate workflow mobile app,bangalore,satveer thakral,seed funding,0.0
2017-03-31,falconbrick,technology,real-estate workflow mobile app,bangalore,letsventure,seed funding,0.0
2017-03-31,falconbrick,technology,real-estate workflow mobile app,bangalore,mumbai angels,seed funding,0.0
2017-03-31,icertis,technology,erp solutions provider,pune,b capital group,private equity,206.25
2017-03-31,icertis,technology,erp solutions provider,pune,ignition partners,private equity,206.25
2017-03-31,icertis,technology,erp solutions provider,pune,greycroft,private equity,206.25
2017-03-31,icertis,technology,erp solutions provider,pune,e.ventures,private equity,206.25
2017-02-02,clodura,technology,intelligent sales assistant,pune,undisclosed investors,seed funding,0.0
2017-03-02,stockroom.io,consumer internet,curated platform for developers,hyderabad,satya d sinha,seed funding,0.0
2017-03-02,stockroom.io,consumer internet,curated platform for developers,hyderabad,gyanendra singh,seed funding,0.0
2017-06-02,capital float,consumer internet,online lending platform,bangalore,ifmr capital finance,private equity,20.625
2017-06-02,imanagemyhotel,technology,hotel management solution,kolkata,jaarvis accelerator,seed funding,0.0
2017-07-02,inner hour,consumer internet,online counselling platform,mumbai,batlivala,seed funding,3.7125
2017-07-02,inner hour,consumer internet,online counselling platform,mumbai,karani securities,seed funding,3.7125
2017-07-02,inner hour,consumer internet,online counselling platform,mumbai,venture works,seed funding,3.7125
2017-07-02,travel triangle,consumer internet,online travel agent marketplace,noida,rb investments,private equity,82.5
2017-07-02,travel triangle,consumer internet,online travel agent marketplace,noida,saif partners,private equity,82.5
2017-07-02,travel triangle,consumer internet,online travel agent marketplace,noida,bessemer venture partners,private equity,82.5
2017-08-02,wandertrails,consumer internet,"online travel, adventure & activities portal",bangalore,earlsfield capital,seed funding,8.25
2017-08-02,zenatix,technology,iot based energy monitoring & control,gurgaon,pi ventures,private equity,9.9
2017-08-02,zenatix,technology,iot based energy monitoring & control,gurgaon,blume ventures,private equity,9.9
2017-08-02,cartrade,consumer internet,automobile classifieds portal,mumbai,temasek holdings,private equity,453.75
2017-08-02,mindyourfleet,technology,car rental software solutions,noida,japan vyas,seed funding,0.0
2017-08-02,mindyourfleet,technology,car rental software solutions,noida,tarun adlakha,seed funding,0.0
2017-08-02,edurev,consumer internet,online education portal,gurgaon,facebook fb start programme,seed funding,0.33
2017-09-02,voonik,ecommerce,women apparel & lifestyle etailer,bangalore,rb investments,private equity,49.5
2017-09-02,voonik,ecommerce,women apparel & lifestyle etailer,bangalore,sequoia capital,private equity,49.5
2017-09-02,1crowd,finance,startup crowd-funding platform,mumbai,ganesh natarajan,seed funding,0.0
2017-09-02,wooplr,ecommerce,women fashion portal,bangalore,sistema asia fund,private equity,66.0
2017-09-02,wooplr,ecommerce,women fashion portal,bangalore,amereus group,private equity,66.0
2017-09-02,wooplr,ecommerce,women fashion portal,bangalore,helion ventures,private equity,66.0
2017-10-02,48east,ecommerce,online food delivery platform,bangalore,al dhaheri family,private equity,4.125
2017-10-02,redesyn,consumer internet,tech enabler for artists,mumbai,thinqbate,seed funding,0.0
2017-02-13,sigtuple,technology,medical automation platform,bangalore,accel partners,private equity,47.85
2017-02-13,sigtuple,technology,medical automation platform,bangalore,idg ventures,private equity,47.85
2017-02-13,sigtuple,technology,medical automation platform,bangalore,endiya partners,private equity,47.85
2017-02-13,sigtuple,technology,medical automation platform,bangalore,pi ventures,private equity,47.85
2017-02-13,sigtuple,technology,medical automation platform,bangalore,vh capital,private equity,47.85
2017-02-13,sigtuple,technology,medical automation platform,bangalore,axilor partners,private equity,47.85
2017-02-13,flutura,technology,decision sciences analytics solutions,bangalore,vertex ventures,private equity,61.875
2017-02-13,flutura,technology,decision sciences analytics solutions,bangalore,lumis partners,private equity,61.875
2017-02-13,wassup,consumer internet,on demand laundry & dry cleaning services,chennai,anil jain,private equity,26.4
2017-02-13,wassup,consumer internet,on demand laundry & dry cleaning services,chennai,other hnis,private equity,26.4
2017-02-13,better mortgage,consumer internet,mortgage offering platform,gurgaon,kleiner perkins,private equity,123.75
2017-02-13,better mortgage,consumer internet,mortgage offering platform,gurgaon,goldman sachs,private equity,123.75
2017-02-13,better mortgage,consumer internet,mortgage offering platform,gurgaon,pine brook,private equity,123.75
2017-02-13,nurturey,consumer internet,parenting mobile app,new delhi,mohit joshi,seed funding,2.7225
2017-02-13,nurturey,consumer internet,parenting mobile app,new delhi,other investors,seed funding,2.7225
2017-02-13,fyle,technology,expense management solution,bangalore,pravega ventures,seed funding,3.3
2017-02-14,gobumpr,consumer internet,online bike & car services provider,chennai,mahalingam k,seed funding,2.475
2017-02-14,gobumpr,consumer internet,online bike & car services provider,chennai,girish mathrubootham,seed funding,2.475
2017-02-14,ccavenue,consumer internet,online payment gateway,mumbai,infibeam,private equity,184.8
2017-02-14,connaizen,technology,data analytics platform,new delhi,vikram sud,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,vijay shekhar sharma,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,rajan an,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,an,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,kunal shah,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,girish mathrubootham,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,punit soni,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,an,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,ch,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,rasekaran,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,sunil kalra,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,utsav somani,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,vishal gondal,seed funding,0.0
2017-02-15,innov8,consumer internet,co-working space platform,new delhi,vikram limaye,seed funding,0.0
2017-02-15,zestmoney,consumer internet,online consumer lending platform,bangalore,payu,private equity,53.625
2017-02-15,zestmoney,consumer internet,online consumer lending platform,bangalore,ribbit capital,private equity,53.625
2017-02-15,zestmoney,consumer internet,online consumer lending platform,bangalore,omidyar network,private equity,53.625
2017-02-15,airzaar,technology,drone operations management platform,missourie,quake capital,seed funding,2.8875
2017-02-16,truebil,consumer internet,online marketplace for used cars,mumbai,shunwei capital,private equity,24.75
2017-02-16,yourstory,consumer internet,online media,bangalore,kalaari capital partners,private equity,24.75
2017-02-16,yourstory,consumer internet,online media,bangalore,qualcomm,private equity,24.75
